Miejscowosc                   Srednia                       Min                           Max                           
Mariano Comense               45.7                          45.7                          45.7                          
Stoke Gifford                 51.517                        51.517                        51.517                        
Wembley                       51.5528                       51.5528                       51.5528                       
Shirayamamachi                36.5166                       36.5166                       36.5166                       
Lake Monticello               37.921                        37.921                        37.921                        
Xishancun                     23.4302                       23.2589                       23.6014                       
Khushab                       32.2986                       32.2986                       32.2986                       
Cabo Bojador                  26.1333                       26.1333                       26.1333                       
Temsamane                     35.1167                       35.1167                       35.1167                       
Oqtosh Shahri                 39.9269                       39.9269                       39.9269                       
Sugar Land                    29.5935                       29.5935                       29.5935                       
Povarovo                      56.0767                       56.0767                       56.0767                       
Gaillard                      46.185                        46.185                        46.185                        
Keshan                        48.0263                       48.0263                       48.0263                       
Monserrato                    39.25                         39.25                         39.25                         
El Monte                      0.1953                        -33.6833                      34.0739                       
Moul El Bergui                32.5113                       32.5113                       32.5113                       
Rio Real                      -11.4833                      -11.4833                      -11.4833                      
Bijaipur                      26.0556                       26.0556                       26.0556                       
Bangaon                       25.073                        23.0435                       26.3081                       
Marugame                      34.2833                       34.2833                       34.2833                       
Itaituba                      -4.2758                       -4.2758                       -4.2758                       
Madhuban Bediban              26.5062                       26.5062                       26.5062                       
Valmiera                      57.55                         57.55                         57.55                         
Utazu                         34.3106                       34.3106                       34.3106                       
Somersworth                   43.2534                       43.2534                       43.2534                       
Milton                        42.3124                       30.6286                       53.05                         
Navapolatsk                   55.5333                       55.5333                       55.5333                       
Veintiocho de Noviembre       -51.65                        -51.65                        -51.65                        
Lewisville                    34.5742                       33.0454                       36.103                        
Palm Harbor                   28.0847                       28.0847                       28.0847                       
Pisco                         -13.7167                      -13.7167                      -13.7167                      
Cattolica                     43.9667                       43.9667                       43.9667                       
Dera Ismail Khan              31.8314                       31.8314                       31.8314                       
Altamira                      12.9338                       -3.2028                       22.3375                       
Bingen am Rhein               49.9667                       49.9667                       49.9667                       
Kollipara                     16.2877                       16.2877                       16.2877                       
Nilka                         43.7826                       43.7826                       43.7826                       
Panpuli                       9.0214                        9.0214                        9.0214                        
Sardulgarh                    29.697                        29.697                        29.697                        
Camas                         41.5012                       37.402                        45.6005                       
Bad Laer                      52.1031                       52.1031                       52.1031                       
Naujan                        13.3233                       13.3233                       13.3233                       
Hassi Messaoud                31.7                          31.7                          31.7                          
Kurhani                       25.9803                       25.9803                       25.9803                       
Itabira                       -19.6189                      -19.6189                      -19.6189                      
Falun                         60.6072                       60.6072                       60.6072                       
Quezon                        13.3952                       7.7306                        17.3119                       
Urgut Shahri                  39.419                        39.419                        39.419                        
Carmona                       25.8917                       14.3167                       37.4667                       
Remedios                      14.7599                       7.0275                        22.4922                       
Aguachica                     8.3167                        8.3167                        8.3167                        
Medenine                      33.3547                       33.3547                       33.3547                       
Kasserine                     35.1667                       35.1667                       35.1667                       
Marimba                       -8.3667                       -8.3667                       -8.3667                       
Eidsberg                      59.5369                       59.5369                       59.5369                       
Dagohoy                       9.9167                        9.9167                        9.9167                        
Lingayen                      16.0167                       16.0167                       16.0167                       
Datu Piang                    7.0178                        7.0178                        7.0178                        
Labo                          14.1561                       14.1561                       14.1561                       
Pyinmana                      19.75                         19.75                         19.75                         
Paleng                        -1.4                          -1.4                          -1.4                          
Ciechocinek                   52.8833                       52.8833                       52.8833                       
New Brighton                  49.2489                       45.0658                       53.432                        
Kolachel                      8.1767                        8.1767                        8.1767                        
Taoyang                       35.3754                       35.3754                       35.3754                       
Iapu                          -19.4369                      -19.4369                      -19.4369                      
Puerto Quito                  0.1272                        0.1272                        0.1272                        
West Windsor                  40.2897                       40.2897                       40.2897                       
Bagu Na Mohra                 33.22                         33.22                         33.22                         
Gaeta                         41.2167                       41.2167                       41.2167                       
Ramsgate                      51.336                        51.336                        51.336                        
Maxixe                        -23.8667                      -23.8667                      -23.8667                      
Namlea                        -3.25                         -3.25                         -3.25                         
Martellago                    45.5467                       45.5467                       45.5467                       
Ban Mangkon                   13.6138                       13.6138                       13.6138                       
Espinosa                      -14.9081                      -14.9081                      -14.9081                      
Coron                         12                            12                            12                            
Bend                          44.0563                       44.0563                       44.0563                       
Kahror Pakka                  29.6236                       29.6236                       29.6236                       
Antanananivo                  -16.3                         -16.3                         -16.3                         
Mineshita                     35.1185                       35.1185                       35.1185                       
Tlacotepec                    18.6882                       18.6882                       18.6882                       
Soma                          39.1883                       39.1883                       39.1883                       
Halls                         36.0817                       36.0817                       36.0817                       
Pacoti                        -4.225                        -4.225                        -4.225                        
Novoshakhtinsk                47.7667                       47.7667                       47.7667                       
Chiconcuac                    19.55                         19.55                         19.55                         
Jamiltepec                    16.2783                       16.2783                       16.2783                       
Skokie                        42.036                        42.036                        42.036                        
Country Club                  31.9547                       25.9407                       37.9687                       
Douliu                        23.7075                       23.7075                       23.7075                       
Diglipur                      13.2667                       13.2667                       13.2667                       
Juquitiba                     -23.9319                      -23.9319                      -23.9319                      
Goes                          51.5                          51.5                          51.5                          
Yeonil                        36                            36                            36                            
Vohilava                      -21.1778                      -21.7667                      -20.7                         
Makamba                       -4.1333                       -4.1333                       -4.1333                       
Balombo                       -12.35                        -12.35                        -12.35                        
Lopez                         13.884                        13.884                        13.884                        
Crawley                       51.1092                       51.1092                       51.1092                       
Nantang                       22.4917                       22.4917                       22.4917                       
Agde                          43.3108                       43.3108                       43.3108                       
Milford Haven                 51.7142                       51.7142                       51.7142                       
Reus                          41.1549                       41.1549                       41.1549                       
Taungoo                       18.9333                       18.9333                       18.9333                       
Alto Hospicio                 -20.25                        -20.25                        -20.25                        
Rumburk                       50.9516                       50.9516                       50.9516                       
Maramag                       7.7631                        7.7631                        7.7631                        
Seversk                       56.6                          56.6                          56.6                          
Alcira                        39.15                         39.15                         39.15                         
Charaut                       26.5322                       26.5322                       26.5322                       
Inglewood                     33.9566                       33.9566                       33.9566                       
Leshou                        38.1902                       38.1902                       38.1902                       
Ishim                         56.1167                       56.1167                       56.1167                       
Barreirinhas                  -2.7469                       -2.7469                       -2.7469                       
Elkhotovo                     43.3458                       43.3458                       43.3458                       
Dagenham                      51.5397                       51.5397                       51.5397                       
Crespo                        -32.0333                      -32.0333                      -32.0333                      
Joyabaj                       14.995                        14.995                        14.995                        
Kotmale                       7.0167                        7.0167                        7.0167                        
Pembroke                      41.2695                       35.9264                       45.8167                       
Phichit                       16.4431                       16.4431                       16.4431                       
Dearborn                      42.3127                       42.3127                       42.3127                       
Bonga                         7.2667                        7.2667                        7.2667                        
Centennial                    39.5926                       39.5926                       39.5926                       
Waycross                      31.2108                       31.2108                       31.2108                       
Koszalin                      54.2                          54.2                          54.2                          
Zabrat                        40.4872                       40.4872                       40.4872                       
Safsaf                        34.5581                       34.5581                       34.5581                       
Unecha                        52.8461                       52.8461                       52.8461                       
Tajimi                        35.3328                       35.3328                       35.3328                       
Tagbilaran City               9.65                          9.65                          9.65                          
Soamanova                     -23.2833                      -23.2833                      -23.2833                      
Pavlohrad                     48.52                         48.52                         48.52                         
Queenstown                    -36.9834                      -42.0667                      -31.9                         
German Flatts                 42.9868                       42.9868                       42.9868                       
Kotabumi                      -4.8333                       -4.8333                       -4.8333                       
Perungulam                    8.6413                        8.6413                        8.6413                        
Pateros                       14.5417                       14.5417                       14.5417                       
Baluntaicun                   42.7594                       42.7594                       42.7594                       
Musoma                        -1.5                          -1.5                          -1.5                          
Kogon Shahri                  39.7275                       39.7275                       39.7275                       
Ansongo                       15.665                        15.665                        15.665                        
Pertuis                       43.695                        43.695                        43.695                        
Kefar Sava                    32.1714                       32.1714                       32.1714                       
Serra Branca                  -7.4828                       -7.4828                       -7.4828                       
Chaman                        30.921                        30.921                        30.921                        
Lokossa                       6.6333                        6.6333                        6.6333                        
Alchevsk                      48.4778                       48.4778                       48.4778                       
Normal                        40.5217                       40.5217                       40.5217                       
Burbank                       37.9661                       34.1879                       41.7444                       
Weddington                    35.0228                       35.0228                       35.0228                       
Morales                       8.8487                        2.7603                        15.4725                       
Ejido                         8.5466                        8.5466                        8.5466                        
Shoyna                        67.8778                       67.8778                       67.8778                       
Cocoa Beach                   28.3327                       28.3327                       28.3327                       
Launceston                    4.59755                       -41.4419                      50.637                        
Wil                           47.4667                       47.4667                       47.4667                       
Kishanganj                    25.8819                       25.6844                       26.0794                       
Sa Pa                         22.3356                       22.3356                       22.3356                       
Paoy Paet                     13.65                         13.65                         13.65                         
Ilebo                         -4.3167                       -4.3167                       -4.3167                       
Rovira                        4.25                          4.25                          4.25                          
Arzamas                       55.4                          55.4                          55.4                          
Pongoz                        40.75                         40.75                         40.75                         
Edison                        40.536                        40.536                        40.536                        
Sparks                        39.5736                       39.5736                       39.5736                       
Ngong                         -1.3667                       -1.3667                       -1.3667                       
Erechim                       -27.6339                      -27.6339                      -27.6339                      
Bar                           45.5891                       42.1                          49.0781                       
Noyabrsk                      63.2017                       63.2017                       63.2017                       
Kirovsk                       58.7056                       48.6333                       67.6167                       
Mudgere                       13.13                         13.13                         13.13                         
Monastir                      35.7694                       35.7694                       35.7694                       
Anapurus                      -3.6719                       -3.6719                       -3.6719                       
Forest                        44.093                        37.3728                       50.8131                       
Granollers                    41.6083                       41.6083                       41.6083                       
Corigliano Calabro            39.6                          39.6                          39.6                          
La Banda                      -27.7333                      -27.7333                      -27.7333                      
Padre Garcia                  13.8833                       13.8833                       13.8833                       
Sant Just Desvern             41.3833                       41.3833                       41.3833                       
Reggello                      43.6833                       43.6833                       43.6833                       
Passos                        -20.7189                      -20.7189                      -20.7189                      
Mmabatho                      -25.85                        -25.85                        -25.85                        
Barreiros                     -8.8167                       -8.8167                       -8.8167                       
Chinnamandem                  13.9419                       13.9419                       13.9419                       
Nautanwa                      27.43                         27.43                         27.43                         
Logan                         41.1331                       40.5263                       41.7399                       
Villa Krause                  -31.5833                      -31.5833                      -31.5833                      
Hennigsdorf                   52.6378                       52.6378                       52.6378                       
Grinnell                      41.7359                       41.7359                       41.7359                       
Iztapa                        13.9331                       13.9331                       13.9331                       
Burke                         38.7773                       38.7773                       38.7773                       
Almoloya                      19.7                          19.7                          19.7                          
Krasnohorivka                 48.0116                       48.0116                       48.0116                       
Kraainem                      50.8619                       50.8619                       50.8619                       
Gatunda                       -1.435                        -1.435                        -1.435                        
Ughara                        26.0563                       26.0563                       26.0563                       
Mahalapye                     -23.1                         -23.1                         -23.1                         
Aihua                         24.4629                       24.4629                       24.4629                       
Roermond                      51.2                          51.2                          51.2                          
Whickham                      54.9456                       54.9456                       54.9456                       
Jauja                         -11.775                       -11.775                       -11.775                       
Fountain Inn                  34.6989                       34.6989                       34.6989                       
Ayni                          38.6667                       38.6667                       38.6667                       
Bibhutpur                     25.6878                       25.6878                       25.6878                       
Kailua                        21.392                        21.392                        21.392                        
El Cajon                      32.8017                       32.8017                       32.8017                       
Lydenburg                     -25.096                       -25.096                       -25.096                       
Atebubu                       7.75                          7.75                          7.75                          
La Puebla de Cazalla          37.2222                       37.2222                       37.2222                       
Valle Nacional                17.7667                       17.7667                       17.7667                       
Yeysk                         46.7111                       46.7111                       46.7111                       
Ambatofisaka II               -20.0833                      -20.0833                      -20.0833                      
Sidlice                       54.3471                       54.3471                       54.3471                       
Nusaybin                      37.075                        37.075                        37.075                        
Contramaestre                 20.3                          20.3                          20.3                          
Oda                           5.9236                        5.9236                        5.9236                        
Rogerstone                    51.5906                       51.5906                       51.5906                       
Ariquemes                     -9.9161                       -9.9161                       -9.9161                       
Clayton                       40.9262                       35.659                        53.782                        
Euclides da Cunha             -10.5078                      -10.5078                      -10.5078                      
San Vicente dels Horts        41.3932                       41.3932                       41.3932                       
Enerhodar                     47.4989                       47.4989                       47.4989                       
Hillsboro                     45.5273                       45.5273                       45.5273                       
Koutiala                      12.3833                       12.3833                       12.3833                       
Pushkino                      56.0167                       56.0167                       56.0167                       
Milenaka                      -22.8333                      -22.8333                      -22.8333                      
Manappakkam                   13.0108                       13.0108                       13.0108                       
Ebbw Vale                     51.78                         51.78                         51.78                         
Zolotonosha                   49.6833                       49.6833                       49.6833                       
Quirima                       -10.9                         -10.9                         -10.9                         
Yelets                        52.6167                       52.6167                       52.6167                       
Tonypandy                     51.6223                       51.6223                       51.6223                       
Bulan                         12.6697                       12.6697                       12.6697                       
Swedru                        5.5306                        5.5306                        5.5306                        
Kidderminster                 52.3885                       52.3885                       52.3885                       
Lerma                         19.5423                       19.2847                       19.8                          
Ban Nong Hoi                  18.75                         18.75                         18.75                         
Mityana                       0.4006                        0.4006                        0.4006                        
Francofonte                   37.2333                       37.2333                       37.2333                       
Mazyr                         52.05                         52.05                         52.05                         
Nao Kothi                     25.5196                       25.5196                       25.5196                       
Itaosy                        -18.9167                      -18.9167                      -18.9167                      
Pomfret                       42.4029                       42.4029                       42.4029                       
Amadeo                        14.1728                       14.1728                       14.1728                       
Guaranda                      3.4336                        -1.6                          8.4672                        
Kroonstad                     -27.6456                      -27.6456                      -27.6456                      
Kandhkot                      28.4                          28.4                          28.4                          
Las Navas                     12.34                         12.34                         12.34                         
Toride                        35.9115                       35.9115                       35.9115                       
Broni                         45.0619                       45.0619                       45.0619                       
Kotia                         26.275                        26.275                        26.275                        
Vlasotince                    42.9667                       42.9667                       42.9667                       
Girona                        41.9833                       41.9833                       41.9833                       
Monument                      39.0736                       39.0736                       39.0736                       
Ulao                          25.4165                       25.4165                       25.4165                       
Kongolo                       -5.4                          -5.4                          -5.4                          
Galena Park                   29.7452                       29.7452                       29.7452                       
Celorico de Basto             41.3833                       41.3833                       41.3833                       
Sheopur                       25.67                         25.67                         25.67                         
Sultan Kudarat                7.2333                        7.2333                        7.2333                        
Liberec                       50.7667                       50.7667                       50.7667                       
South Farmingdale             40.7175                       40.7175                       40.7175                       
Huanghuajing                  24.1989                       24.1989                       24.1989                       
Novara                        45.45                         45.45                         45.45                         
Carbonia                      39.1672                       39.1672                       39.1672                       
Clitheroe                     53.8711                       53.8711                       53.8711                       
Dumarao                       11.2631                       11.2631                       11.2631                       
Vallam                        10.7199                       10.7199                       10.7199                       
Texcoco                       19.52                         19.52                         19.52                         
Marano di Napoli              40.9                          40.9                          40.9                          
Rheinbach                     50.6333                       50.6333                       50.6333                       
Marauatpur                    25.6165                       25.6165                       25.6165                       
Stalybridge                   53.4834                       53.4834                       53.4834                       
Balanga                       14.68                         14.68                         14.68                         
Valrico                       27.9193                       27.9193                       27.9193                       
Ndjamba                       -14.7                         -14.7                         -14.7                         
Masbate                       12.27                         12.27                         12.27                         
Ogre                          56.8186                       56.8186                       56.8186                       
Salzgitter                    52.15                         52.15                         52.15                         
Smithfield                    39.0563                       35.5133                       41.9014                       
Berdsk                        54.75                         54.75                         54.75                         
Utinga                        -12.0819                      -12.0819                      -12.0819                      
Kurichchi                     11.4195                       10.9609                       11.7276                       
Daly City                     37.6862                       37.6862                       37.6862                       
Davie                         26.0789                       26.0789                       26.0789                       
Libonik                       40.75                         40.75                         40.75                         
Jurupa Valley                 34.001                        34.001                        34.001                        
San Francisco El Alto         14.95                         14.95                         14.95                         
Sergiyev Posad                56.3                          56.3                          56.3                          
Bad Salzuflen                 52.0833                       52.0833                       52.0833                       
Shyamnagar                    22.97                         22.97                         22.97                         
Izola                         45.5344                       45.5344                       45.5344                       
Niedernhausen                 50.1617                       50.1617                       50.1617                       
Conselheiro Pena              -19.1719                      -19.1719                      -19.1719                      
San Miguel Chicaj             15.1                          15.1                          15.1                          
Olanchito                     15.4833                       15.4833                       15.4833                       
Trindade                      -8.04                         -16.6581                      0.3                           
Eccleston                     53.4539                       53.4539                       53.4539                       
Fugangcun                     23.5899                       23.5899                       23.5899                       
Al Qays                       28.4833                       28.4833                       28.4833                       
Inzai                         35.8333                       35.8333                       35.8333                       
Janesville                    42.6854                       42.6854                       42.6854                       
Maldonado                     -34.9                         -34.9                         -34.9                         
Roquetas de Mar               36.7642                       36.7642                       36.7642                       
Ambohidranandriana            -19.8833                      -19.8833                      -19.8833                      
Sibut                         5.7333                        5.7333                        5.7333                        
Fillmore                      34.3989                       34.3989                       34.3989                       
Makhtal                       16.5012                       16.5012                       16.5012                       
Aquin                         18.2833                       18.2833                       18.2833                       
Ambohijanahary                -17.4                         -17.4                         -17.4                         
South Miami                   25.7079                       25.7079                       25.7079                       
Chikushino                    33.5                          33.5                          33.5                          
San Salvador El Seco          19.1333                       19.1333                       19.1333                       
Buthidaung                    20.8667                       20.8667                       20.8667                       
Ginowan                       26.2817                       26.2817                       26.2817                       
Dibaya                        -6.5095                       -6.5095                       -6.5095                       
Brockton                      43.1244                       42.0821                       44.1667                       
Belambo                       -19.4                         -19.4                         -19.4                         
Swinton                       53.4999                       53.4877                       53.5122                       
Sindangan                     8.2386                        8.2386                        8.2386                        
Caguas                        18.2319                       18.2319                       18.2319                       
Ciudad General Belgrano       -34.7167                      -34.7167                      -34.7167                      
Lower Hutt                    -41.2167                      -41.2167                      -41.2167                      
Coronel Fabriciano            -19.5189                      -19.5189                      -19.5189                      
Tansandra                     13.0554                       13.0554                       13.0554                       
Mubende                       0.5575                        0.5575                        0.5575                        
El Arahal                     37.2667                       37.2667                       37.2667                       
Darhan                        49.5428                       49.4689                       49.6167                       
Umburanas                     -10.7328                      -10.7328                      -10.7328                      
Nagai                         38.1075                       38.1075                       38.1075                       
Natitingou                    10.3                          10.3                          10.3                          
Schwaikheim                   48.8714                       48.8714                       48.8714                       
Kalyani                       22.975                        22.975                        22.975                        
Kilinochchi                   9.4004                        9.4004                        9.4004                        
Vernier                       46.2                          46.2                          46.2                          
General Viamonte              -35                           -35                           -35                           
Paniqui                       15.6681                       15.6681                       15.6681                       
Marostica                     45.7456                       45.7456                       45.7456                       
Dolisie                       -4.2                          -4.2                          -4.2                          
Eastbourne                    50.77                         50.77                         50.77                         
Catende                       -8.6669                       -8.6669                       -8.6669                       
Negapatam                     10.7667                       10.7667                       10.7667                       
Pazardzhik                    42.2                          42.2                          42.2                          
Bayanhongor                   46.1917                       46.1917                       46.1917                       
San Juan Cancuc               16.9333                       16.9333                       16.9333                       
Libertad                      -12.2473                      -34.6833                      11.769                        
Thika                         -1.0396                       -1.0396                       -1.0396                       
Telde                         27.9985                       27.9985                       27.9985                       
Rialto                        34.1175                       34.1175                       34.1175                       
Igaci                         -9.5369                       -9.5369                       -9.5369                       
Winnenden                     48.8764                       48.8764                       48.8764                       
Lohne                         52.6667                       52.6667                       52.6667                       
Sigli                         15.0631                       15.0631                       15.0631                       
Cafarnaum                     -11.6939                      -11.6939                      -11.6939                      
Wigan                         53.5448                       53.5448                       53.5448                       
Siegen                        50.8833                       50.8833                       50.8833                       
Potomac Park                  35.3636                       35.3636                       35.3636                       
Wandsworth                    51.455                        51.455                        51.455                        
Biak                          -1.18                         -1.18                         -1.18                         
Planken                       47.1833                       47.1833                       47.1833                       
Kortenberg                    50.8833                       50.8833                       50.8833                       
Loreto                        17.1964                       -7.0839                       43.4389                       
Bromborough                   53.336                        53.336                        53.336                        
Tantoyuca                     21.35                         21.35                         21.35                         
Anantapalle                   16.9767                       16.9767                       16.9767                       
Gan Yavne                     31.7886                       31.7886                       31.7886                       
Zomba                         -15.3833                      -15.3833                      -15.3833                      
Ciudad del Plata              -34.7667                      -34.7667                      -34.7667                      
Bouskoura                     33.4489                       33.4489                       33.4489                       
